pipeline_id,pipe_age_years,material,diameter_mm,length_m,previous_failures,days_since_last_maintenance,complaints_last_30_days,leakage_complaints_30d,failure_next_12_months
HIST-PIPE-10711,24,Ductile Iron,200,135.4,0,211,0,0,0
HIST-PIPE-10712,24,Ductile Iron,100,319.4,0,25,0,0,0
HIST-PIPE-10713,11,PVC,150,1063.6,0,24,1,1,0
HIST-PIPE-10714,18,PVC,200,366.4,0,844,1,1,0
HIST-PIPE-10715,42,PVC,100,56.9,0,47,1,1,0
HIST-PIPE-10716,34,Ductile Iron,200,1210.9,0,53,0,0,0
HIST-PIPE-10717,33,PVC,150,678.0,0,827,4,2,0
HIST-PIPE-10718,57,Steel,500,802.6,4,691,10,7,1
HIST-PIPE-10719,71,Cast Iron,150,260.9,0,560,2,2,0
HIST-PIPE-10720,45,Ductile Iron,300,843.1,1,620,3,3,0
HIST-PIPE-10721,71,Steel,200,154.9,3,1006,1,1,1
HIST-PIPE-10722,58,Cast Iron,250,616.1,0,667,1,1,0
HIST-PIPE-10723,33,PVC,400,381.8,0,1650,0,0,0
HIST-PIPE-10724,37,Steel,400,1117.2,2,180,3,2,0
HIST-PIPE-10725,65,Steel,100,173.0,1,756,2,1,1
HIST-PIPE-10726,40,Ductile Iron,500,96.1,2,181,1,1,0
HIST-PIPE-10727,63,Cast Iron,100,491.8,4,1729,0,0,1
HIST-PIPE-10728,9,PVC,150,1546.0,0,1092,0,0,0
HIST-PIPE-10729,16,Cast Iron,200,105.2,0,1784,3,1,0
HIST-PIPE-10730,4,PVC,500,87.6,0,45,0,0,1
HIST-PIPE-10731,62,Concrete,250,247.2,0,1586,4,3,0
HIST-PIPE-10732,69,Ductile Iron,400,495.9,2,104,1,1,0
HIST-PIPE-10733,51,Cast Iron,500,367.7,2,1971,1,1,0
HIST-PIPE-10734,24,Ductile Iron,300,1035.3,0,1413,2,2,0
HIST-PIPE-10735,29,PVC,200,629.9,0,891,0,0,0
HIST-PIPE-10736,49,Cast Iron,150,347.5,0,20,1,0,0
HIST-PIPE-10737,10,PVC,150,206.8,0,43,0,0,0
HIST-PIPE-10738,45,PVC,200,681.3,1,1204,2,1,0
HIST-PIPE-10739,60,Steel,100,284.5,1,2407,4,4,0
HIST-PIPE-10740,55,Steel,150,778.1,2,289,0,0,0
HIST-PIPE-10741,40,Concrete,150,371.2,0,284,0,0,0
HIST-PIPE-10742,58,Steel,400,479.8,3,514,1,1,1
HIST-PIPE-10743,19,Steel,150,66.8,0,11,0,0,0
HIST-PIPE-10744,46,PVC,150,1675.0,3,574,3,0,0
HIST-PIPE-10745,41,Ductile Iron,300,541.7,2,462,2,1,0
HIST-PIPE-10746,46,Cast Iron,500,355.3,1,271,0,0,0
HIST-PIPE-10747,34,PVC,300,315.9,0,735,2,2,0
HIST-PIPE-10748,52,Steel,100,370.2,2,21,3,2,0
HIST-PIPE-10749,59,Cast Iron,150,66.5,2,314,3,2,0
HIST-PIPE-10750,56,Cast Iron,250,208.7,2,143,0,0,0
HIST-PIPE-10751,60,Cast Iron,100,82.8,1,832,3,2,0
HIST-PIPE-10752,21,PVC,250,117.5,1,173,3,2,0
HIST-PIPE-10753,59,Cast Iron,150,191.7,0,491,1,1,1
HIST-PIPE-10754,62,Cast Iron,200,440.9,1,128,0,0,0
HIST-PIPE-10755,22,PVC,250,983.9,0,208,1,0,0
HIST-PIPE-10756,38,Steel,300,1572.4,1,1000,3,1,0
HIST-PIPE-10757,56,Cast Iron,300,536.7,1,467,5,4,0
HIST-PIPE-10758,60,Cast Iron,300,159.6,6,3000,6,6,1
HIST-PIPE-10759,25,PVC,100,186.2,1,118,0,0,0
HIST-PIPE-10760,19,PVC,600,178.4,0,195,1,1,0
HIST-PIPE-10761,42,PVC,300,688.2,0,1249,5,3,0
HIST-PIPE-10762,33,Ductile Iron,100,571.4,1,67,1,0,0
HIST-PIPE-10763,64,Concrete,250,72.8,1,363,2,2,0
HIST-PIPE-10764,45,Ductile Iron,200,288.9,1,187,0,0,0
HIST-PIPE-10765,23,Steel,200,409.3,0,679,0,0,0
HIST-PIPE-10766,49,Steel,250,55.5,0,892,0,0,0
HIST-PIPE-10767,29,PVC,100,365.1,0,686,0,0,0
HIST-PIPE-10768,59,Steel,800,1042.9,3,240,4,1,0
HIST-PIPE-10769,65,Steel,200,67.0,1,90,0,0,0
HIST-PIPE-10770,33,PVC,200,115.7,1,144,1,0,0
HIST-PIPE-10771,48,Concrete,200,88.2,1,657,2,1,0
HIST-PIPE-10772,9,Concrete,250,211.3,0,957,1,0,0
HIST-PIPE-10773,60,Ductile Iron,250,211.5,1,110,0,0,0
HIST-PIPE-10774,29,Cast Iron,150,1140.9,1,286,0,0,0
HIST-PIPE-10775,47,Cast Iron,200,614.1,2,211,3,2,1
HIST-PIPE-10776,34,Ductile Iron,150,404.8,1,131,1,0,0
HIST-PIPE-10777,26,PVC,300,409.7,0,440,0,0,0
HIST-PIPE-10778,43,Cast Iron,300,434.4,0,387,1,1,0
HIST-PIPE-10779,14,PVC,300,115.6,0,662,5,0,0
HIST-PIPE-10780,29,Ductile Iron,250,203.0,0,449,0,0,0
HIST-PIPE-10781,40,Ductile Iron,100,414.0,0,1812,0,0,0
HIST-PIPE-10782,32,Ductile Iron,100,61.9,1,1263,2,1,0
HIST-PIPE-10783,40,PVC,150,285.6,1,254,0,0,0
HIST-PIPE-10784,66,Concrete,150,684.2,1,816,6,5,0
HIST-PIPE-10785,21,Ductile Iron,200,325.7,0,653,1,1,0
HIST-PIPE-10786,26,Ductile Iron,400,751.3,0,591,0,0,0
HIST-PIPE-10787,22,Ductile Iron,300,530.3,0,564,2,1,0
HIST-PIPE-10788,66,Ductile Iron,150,320.9,0,71,2,2,0
HIST-PIPE-10789,36,Steel,150,215.5,2,1732,0,0,0
HIST-PIPE-10790,15,Ductile Iron,100,423.3,0,505,1,0,0
HIST-PIPE-10791,40,Ductile Iron,100,290.8,0,363,0,0,0
HIST-PIPE-10792,36,Ductile Iron,200,1854.5,0,1137,4,3,0
HIST-PIPE-10793,13,PVC,250,380.0,0,173,0,0,0
HIST-PIPE-10794,62,Cast Iron,400,151.5,2,36,0,0,1
HIST-PIPE-10795,25,Ductile Iron,200,1203.8,0,247,4,1,0
HIST-PIPE-10796,64,PVC,100,168.4,2,688,6,5,0
HIST-PIPE-10797,18,PVC,150,825.0,0,1556,0,0,0
HIST-PIPE-10798,55,Cast Iron,200,287.2,2,1010,0,0,0
HIST-PIPE-10799,34,Ductile Iron,250,477.2,0,296,0,0,0
HIST-PIPE-10800,38,Ductile Iron,200,128.9,1,1076,1,1,0
HIST-PIPE-10801,44,Cast Iron,400,336.9,3,1968,7,6,1
HIST-PIPE-10802,25,Cast Iron,100,128.6,2,343,0,0,0
HIST-PIPE-10803,35,PVC,800,144.9,0,3000,1,1,0
HIST-PIPE-10804,41,Steel,500,111.8,1,380,0,0,0
HIST-PIPE-10805,50,Cast Iron,100,258.8,3,1384,1,1,0
HIST-PIPE-10806,23,Cast Iron,100,303.0,1,190,0,0,0
HIST-PIPE-10807,49,PVC,250,156.6,0,312,1,0,0
HIST-PIPE-10808,20,Steel,250,382.7,0,1234,0,0,0
HIST-PIPE-10809,54,Cast Iron,200,160.7,2,26,4,2,0
HIST-PIPE-10810,26,PVC,150,307.9,0,204,1,1,0
HIST-PIPE-10811,8,PVC,250,455.2,0,761,2,0,0
HIST-PIPE-10812,43,Steel,250,71.7,4,545,0,0,0
HIST-PIPE-10813,26,Cast Iron,100,738.5,1,538,0,0,0
HIST-PIPE-10814,45,Ductile Iron,300,205.0,0,283,5,3,0
HIST-PIPE-10815,24,Ductile Iron,300,304.6,0,523,3,1,0
HIST-PIPE-10816,41,Ductile Iron,100,256.6,0,265,0,0,0
HIST-PIPE-10817,42,Steel,200,1096.2,2,48,1,0,0
HIST-PIPE-10818,59,PVC,150,123.7,0,10,0,0,0
HIST-PIPE-10819,54,Concrete,200,395.0,1,244,2,1,0
HIST-PIPE-10820,19,Ductile Iron,200,667.2,0,580,1,1,0
HIST-PIPE-10821,19,Ductile Iron,200,245.9,0,140,1,0,1
HIST-PIPE-10822,7,PVC,150,192.9,0,654,1,1,0
HIST-PIPE-10823,61,Cast Iron,200,91.7,2,459,2,2,0
HIST-PIPE-10824,21,PVC,100,496.5,0,631,2,1,0
HIST-PIPE-10825,17,Ductile Iron,100,589.8,0,347,0,0,0
HIST-PIPE-10826,52,Cast Iron,100,181.7,1,1163,6,4,0
HIST-PIPE-10827,41,Steel,100,573.4,1,60,0,0,0
HIST-PIPE-10828,21,Ductile Iron,100,86.8,0,46,0,0,0
HIST-PIPE-10829,20,Ductile Iron,100,247.0,0,1944,2,0,1
HIST-PIPE-10830,73,Ductile Iron,300,163.4,2,298,3,3,0
HIST-PIPE-10831,68,Ductile Iron,100,162.8,1,235,5,3,0
HIST-PIPE-10832,56,Cast Iron,200,982.8,2,895,0,0,0
HIST-PIPE-10833,44,Steel,150,574.2,3,883,4,3,0
HIST-PIPE-10834,50,Ductile Iron,150,558.6,4,148,1,1,0
HIST-PIPE-10835,54,Cast Iron,400,287.9,2,103,4,2,0
HIST-PIPE-10836,53,Concrete,200,390.2,2,1248,5,2,0
HIST-PIPE-10837,28,Steel,200,589.6,1,1567,4,2,0
HIST-PIPE-10838,60,PVC,200,158.5,3,212,4,4,0
HIST-PIPE-10839,45,Steel,150,170.5,1,127,4,2,0
HIST-PIPE-10840,9,PVC,250,802.5,0,696,0,0,0
HIST-PIPE-10841,48,Cast Iron,100,141.0,5,787,9,8,0
HIST-PIPE-10842,59,Cast Iron,150,448.8,2,832,2,2,0
HIST-PIPE-10843,33,Steel,250,929.4,0,845,2,0,0
HIST-PIPE-10844,20,PVC,100,1114.8,0,816,5,3,0
HIST-PIPE-10845,8,Ductile Iron,100,176.4,0,877,0,0,0
HIST-PIPE-10846,51,Steel,150,1099.7,0,49,1,1,0
HIST-PIPE-10847,47,Concrete,150,102.0,4,2498,2,2,0
HIST-PIPE-10848,18,Ductile Iron,250,147.2,1,316,5,1,0
HIST-PIPE-10849,16,Ductile Iron,300,229.8,0,279,1,0,0
HIST-PIPE-10850,36,PVC,100,548.9,0,189,1,1,0
HIST-PIPE-10851,31,PVC,200,82.9,0,167,0,0,0
HIST-PIPE-10852,51,Ductile Iron,500,138.1,0,519,0,0,0
HIST-PIPE-10853,40,PVC,150,276.7,0,493,0,0,0
HIST-PIPE-10854,69,Concrete,100,77.2,4,201,6,5,0
HIST-PIPE-10855,45,Concrete,200,202.2,6,459,4,4,0
HIST-PIPE-10856,66,Cast Iron,200,383.7,3,609,9,9,1
HIST-PIPE-10857,25,PVC,100,568.4,0,279,0,0,0
HIST-PIPE-10858,25,Ductile Iron,150,293.2,0,884,0,0,0
HIST-PIPE-10859,66,Steel,250,258.2,2,1189,3,2,0
HIST-PIPE-10860,53,Ductile Iron,150,191.1,0,135,0,0,0
HIST-PIPE-10861,24,Cast Iron,600,210.8,1,637,4,2,0
HIST-PIPE-10862,42,Cast Iron,150,321.6,2,797,0,0,0
HIST-PIPE-10863,66,Steel,200,226.5,2,3000,7,3,0
HIST-PIPE-10864,33,Ductile Iron,100,183.6,1,1179,1,1,0
HIST-PIPE-10865,58,Cast Iron,200,391.8,2,1578,0,0,0
HIST-PIPE-10866,37,Cast Iron,200,2000.0,0,973,1,0,0
HIST-PIPE-10867,41,Ductile Iron,150,171.5,0,537,0,0,1
HIST-PIPE-10868,20,PVC,200,94.8,0,368,0,0,0
HIST-PIPE-10869,33,Steel,100,105.8,0,352,1,1,0
HIST-PIPE-10870,40,Ductile Iron,300,376.8,0,1195,1,1,0
HIST-PIPE-10871,48,Concrete,500,334.9,4,314,0,0,0
HIST-PIPE-10872,52,Cast Iron,400,89.5,2,811,0,0,0
HIST-PIPE-10873,72,Steel,300,234.7,2,400,0,0,0
HIST-PIPE-10874,25,Ductile Iron,200,723.9,0,0,1,0,0
HIST-PIPE-10875,53,Ductile Iron,150,277.5,2,327,1,1,0
HIST-PIPE-10876,31,Cast Iron,100,582.8,0,91,2,1,0
HIST-PIPE-10877,30,PVC,300,66.6,0,19,2,2,0
HIST-PIPE-10878,23,Ductile Iron,100,286.6,0,148,0,0,0
HIST-PIPE-10879,59,Steel,100,658.2,3,3000,1,0,0
HIST-PIPE-10880,46,Cast Iron,150,372.4,4,105,2,2,1
HIST-PIPE-10881,43,Cast Iron,100,92.5,1,798,1,1,0
HIST-PIPE-10882,15,Ductile Iron,200,805.9,1,2256,0,0,0
HIST-PIPE-10883,44,Ductile Iron,250,121.7,5,592,0,0,0
HIST-PIPE-10884,18,PVC,400,485.7,1,1422,1,0,0
HIST-PIPE-10885,11,Ductile Iron,100,76.3,1,460,1,0,0
HIST-PIPE-10886,40,Ductile Iron,150,320.6,0,346,4,2,0
HIST-PIPE-10887,8,PVC,250,175.1,0,426,1,0,0
HIST-PIPE-10888,62,Cast Iron,100,1362.0,2,171,0,0,0
HIST-PIPE-10889,36,Ductile Iron,150,854.7,0,1174,1,0,0
HIST-PIPE-10890,68,Concrete,300,253.4,1,93,4,2,1
HIST-PIPE-10891,51,Cast Iron,150,723.1,2,50,0,0,0
HIST-PIPE-10892,30,Ductile Iron,100,145.8,0,1341,1,1,0
HIST-PIPE-10893,17,Ductile Iron,150,307.2,0,966,3,0,0
HIST-PIPE-10894,34,Concrete,100,667.5,2,1257,1,1,0
HIST-PIPE-10895,39,PVC,250,453.8,2,4,0,0,0
HIST-PIPE-10896,33,Ductile Iron,100,258.5,0,214,2,0,0
HIST-PIPE-10897,64,Cast Iron,200,318.3,0,193,1,1,0
HIST-PIPE-10898,54,Ductile Iron,500,170.2,0,48,0,0,0
HIST-PIPE-10899,50,Steel,400,340.2,4,888,3,2,0
HIST-PIPE-10900,43,Ductile Iron,100,101.1,0,3000,1,1,0
HIST-PIPE-10901,38,PVC,250,545.0,0,1668,1,1,0
HIST-PIPE-10902,47,Ductile Iron,250,1900.4,1,914,4,1,0
HIST-PIPE-10903,66,Cast Iron,150,68.7,0,23,0,0,0
HIST-PIPE-10904,37,Cast Iron,100,600.5,1,820,0,0,0
HIST-PIPE-10905,55,Ductile Iron,400,690.9,0,690,0,0,0
HIST-PIPE-10906,48,Concrete,200,62.1,1,1046,3,2,0
HIST-PIPE-10907,40,Ductile Iron,250,357.6,1,2385,10,6,0
HIST-PIPE-10908,33,Cast Iron,200,831.4,3,924,0,0,0
HIST-PIPE-10909,53,Concrete,150,343.6,2,959,1,1,0
HIST-PIPE-10910,32,PVC,150,360.5,0,899,0,0,0
HIST-PIPE-10911,30,Cast Iron,200,1942.7,3,139,2,1,0
HIST-PIPE-10912,25,Ductile Iron,150,848.7,0,122,1,1,0
HIST-PIPE-10913,54,Cast Iron,150,402.4,0,1930,2,1,0
HIST-PIPE-10914,33,Ductile Iron,100,302.7,1,68,0,0,0
HIST-PIPE-10915,53,Steel,800,124.6,2,2056,2,2,1
HIST-PIPE-10916,23,Ductile Iron,250,700.5,0,312,3,1,0
HIST-PIPE-10917,51,Cast Iron,100,167.7,1,7,2,1,0
HIST-PIPE-10918,51,Cast Iron,100,52.3,2,409,0,0,0
HIST-PIPE-10919,47,Concrete,200,70.2,1,716,1,0,0
HIST-PIPE-10920,29,PVC,100,126.7,0,610,1,1,0
HIST-PIPE-10921,61,Cast Iron,150,637.8,0,181,0,0,0
HIST-PIPE-10922,29,Cast Iron,500,1334.7,1,421,2,1,0
HIST-PIPE-10923,31,PVC,300,491.4,1,512,1,1,0
HIST-PIPE-10924,63,Cast Iron,500,113.6,0,223,0,0,0
HIST-PIPE-10925,41,PVC,100,751.0,3,264,0,0,0
HIST-PIPE-10926,22,Concrete,150,631.3,0,608,0,0,0
HIST-PIPE-10927,22,Concrete,200,711.4,4,423,9,4,0
HIST-PIPE-10928,40,Ductile Iron,250,120.0,0,185,0,0,0
HIST-PIPE-10929,18,PVC,150,304.2,0,1160,0,0,0
HIST-PIPE-10930,57,PVC,150,394.6,0,662,1,0,0
HIST-PIPE-10931,50,Steel,150,446.3,2,3000,3,3,1
HIST-PIPE-10932,32,PVC,300,454.3,1,380,0,0,0
HIST-PIPE-10933,25,PVC,150,54.7,0,508,1,1,0
HIST-PIPE-10934,73,Cast Iron,100,1174.4,4,87,1,0,1
HIST-PIPE-10935,29,Cast Iron,300,353.0,0,257,0,0,0
HIST-PIPE-10936,56,Cast Iron,100,125.6,1,1803,1,0,0
HIST-PIPE-10937,46,Cast Iron,250,558.7,2,852,1,0,0
HIST-PIPE-10938,37,Concrete,100,69.4,0,46,1,1,0
HIST-PIPE-10939,48,Steel,150,113.2,0,893,1,1,0
HIST-PIPE-10940,39,Ductile Iron,200,226.8,0,421,0,0,0
HIST-PIPE-10941,11,PVC,600,339.9,0,1032,0,0,0
HIST-PIPE-10942,61,Cast Iron,100,239.3,3,646,11,8,0
HIST-PIPE-10943,43,Ductile Iron,300,176.7,0,3000,5,3,0
HIST-PIPE-10944,30,Ductile Iron,600,517.4,0,250,0,0,0
HIST-PIPE-10945,48,Concrete,150,52.4,1,927,2,1,0
HIST-PIPE-10946,38,PVC,150,447.1,1,272,1,0,0
HIST-PIPE-10947,33,PVC,500,1097.5,0,450,1,1,0
HIST-PIPE-10948,43,Ductile Iron,200,107.1,1,1387,7,5,0
HIST-PIPE-10949,31,Steel,300,727.6,0,499,0,0,1
HIST-PIPE-10950,52,Cast Iron,300,121.7,2,720,9,8,1
HIST-PIPE-10951,58,Ductile Iron,150,241.2,0,1125,4,4,0
HIST-PIPE-10952,63,Cast Iron,100,1341.7,2,1076,4,2,0
HIST-PIPE-10953,62,Steel,250,590.8,0,1328,4,3,0
HIST-PIPE-10954,34,Ductile Iron,200,205.9,2,580,3,3,1
HIST-PIPE-10955,59,Cast Iron,200,200.4,4,595,1,1,1
HIST-PIPE-10956,32,Ductile Iron,200,186.0,2,1444,5,2,0
HIST-PIPE-10957,51,Steel,100,207.6,2,1870,1,1,0
HIST-PIPE-10958,39,PVC,100,1353.6,1,95,1,0,0
HIST-PIPE-10959,58,Cast Iron,150,195.8,0,448,2,2,1
HIST-PIPE-10960,54,Cast Iron,150,256.1,0,42,2,1,0
HIST-PIPE-10961,63,Concrete,250,133.5,1,111,5,4,0
HIST-PIPE-10962,53,PVC,150,406.4,1,238,11,8,0
HIST-PIPE-10963,26,PVC,150,675.8,0,241,1,1,0
HIST-PIPE-10964,51,Cast Iron,200,167.9,4,660,1,1,1
HIST-PIPE-10965,55,Ductile Iron,200,133.7,0,560,2,2,0
HIST-PIPE-10966,38,Cast Iron,150,260.1,6,37,4,4,0
HIST-PIPE-10967,73,Concrete,200,454.1,2,6,1,1,0
HIST-PIPE-10968,51,Cast Iron,250,232.7,0,1218,2,2,0
HIST-PIPE-10969,43,Cast Iron,150,105.9,3,78,2,1,0
HIST-PIPE-10970,38,Ductile Iron,150,119.6,0,122,0,0,0
HIST-PIPE-10971,55,Cast Iron,400,168.6,3,1978,4,1,0
HIST-PIPE-10972,69,Cast Iron,250,679.7,2,1484,0,0,0
HIST-PIPE-10973,18,Ductile Iron,150,299.1,1,1776,1,0,0
HIST-PIPE-10974,41,Ductile Iron,200,360.2,2,1374,4,4,1
HIST-PIPE-10975,42,Steel,250,128.6,1,1409,0,0,0
HIST-PIPE-10976,43,PVC,100,422.0,1,187,0,0,0
HIST-PIPE-10977,46,Ductile Iron,500,688.8,0,1091,1,0,0
HIST-PIPE-10978,61,Steel,250,128.1,2,379,4,3,0
HIST-PIPE-10979,63,Cast Iron,150,71.1,3,1788,1,1,1
HIST-PIPE-10980,69,Ductile Iron,500,431.8,2,518,5,3,0
HIST-PIPE-10981,32,Steel,100,642.2,1,1061,0,0,0
HIST-PIPE-10982,69,Cast Iron,300,453.5,2,2814,0,0,0
HIST-PIPE-10983,28,Cast Iron,200,245.8,1,1732,1,1,0
HIST-PIPE-10984,31,Steel,250,421.0,0,188,0,0,0
HIST-PIPE-10985,52,Cast Iron,200,2000.0,1,590,3,1,1
HIST-PIPE-10986,36,Ductile Iron,100,392.0,0,268,3,1,0
HIST-PIPE-10987,40,Ductile Iron,150,312.9,2,461,1,1,0
HIST-PIPE-10988,41,Ductile Iron,200,321.6,1,50,1,1,0
HIST-PIPE-10989,55,Steel,500,271.6,4,417,2,2,1
HIST-PIPE-10990,55,Ductile Iron,100,457.5,0,638,1,0,0
HIST-PIPE-10991,21,Concrete,100,702.0,0,668,1,1,0
HIST-PIPE-10992,63,Cast Iron,100,496.5,3,587,3,3,0
HIST-PIPE-10993,42,Steel,250,139.4,1,9,0,0,0
HIST-PIPE-10994,41,Ductile Iron,150,209.9,0,361,0,0,0
HIST-PIPE-10995,56,Steel,100,362.8,2,617,1,0,1
HIST-PIPE-10996,72,Cast Iron,100,1794.5,4,2136,2,2,1
HIST-PIPE-10997,44,PVC,250,74.9,0,1915,3,3,0
HIST-PIPE-10998,15,Ductile Iron,200,123.1,1,84,2,2,0
HIST-PIPE-10999,25,PVC,400,571.6,1,559,2,1,0
HIST-PIPE-11000,57,Cast Iron,150,124.7,4,374,1,1,0
HIST-PIPE-11001,14,PVC,250,440.8,0,927,1,1,0
HIST-PIPE-11002,44,Ductile Iron,300,1861.2,0,1963,0,0,0
HIST-PIPE-11003,14,Ductile Iron,500,408.4,1,498,1,0,0
HIST-PIPE-11004,63,Concrete,400,278.3,2,856,4,3,1
HIST-PIPE-11005,60,Concrete,300,675.7,2,2884,5,4,1
HIST-PIPE-11006,59,Steel,150,567.1,2,712,1,1,0
HIST-PIPE-11007,56,Cast Iron,600,484.3,1,1066,0,0,1
HIST-PIPE-11008,50,Cast Iron,150,93.6,2,440,0,0,0
HIST-PIPE-11009,44,Cast Iron,250,399.7,1,717,0,0,0
HIST-PIPE-11010,37,PVC,100,54.7,1,1347,0,0,0
HIST-PIPE-11011,22,Concrete,250,70.4,0,1235,2,1,0
HIST-PIPE-11012,70,Steel,250,63.8,2,686,3,3,0
HIST-PIPE-11013,44,PVC,100,90.4,1,3000,6,2,1
HIST-PIPE-11014,57,Concrete,150,248.3,0,430,3,3,0
HIST-PIPE-11015,52,Steel,250,1073.0,4,262,7,5,0
HIST-PIPE-11016,51,Concrete,250,77.2,1,437,0,0,0
HIST-PIPE-11017,42,PVC,250,497.2,1,485,0,0,1
HIST-PIPE-11018,69,Cast Iron,100,297.8,4,1962,2,2,0
HIST-PIPE-11019,51,Cast Iron,200,163.0,3,45,1,0,0
HIST-PIPE-11020,28,PVC,500,183.4,0,462,3,2,0
HIST-PIPE-11021,27,Ductile Iron,500,58.1,0,104,1,1,0
HIST-PIPE-11022,18,PVC,100,471.9,0,81,1,0,0
HIST-PIPE-11023,26,Steel,400,87.0,2,1428,0,0,0
HIST-PIPE-11024,65,Cast Iron,200,62.4,2,512,14,10,0
HIST-PIPE-11025,46,Ductile Iron,300,271.1,0,46,2,2,0
HIST-PIPE-11026,43,Steel,100,277.1,1,430,4,1,0
HIST-PIPE-11027,23,Steel,300,422.2,0,693,1,1,0
HIST-PIPE-11028,32,Ductile Iron,100,479.0,1,83,2,1,0
HIST-PIPE-11029,42,Ductile Iron,250,298.8,0,348,1,1,0
HIST-PIPE-11030,36,Ductile Iron,250,480.9,0,3000,2,2,0
HIST-PIPE-11031,42,Ductile Iron,250,150.8,0,1227,0,0,0
HIST-PIPE-11032,53,Cast Iron,100,104.3,3,441,0,0,0
HIST-PIPE-11033,34,PVC,150,988.2,0,813,0,0,0
HIST-PIPE-11034,14,Ductile Iron,300,213.5,0,243,1,1,0
HIST-PIPE-11035,30,Ductile Iron,300,83.0,0,1327,1,1,0
HIST-PIPE-11036,29,PVC,150,664.3,0,1543,0,0,0
HIST-PIPE-11037,58,Steel,100,382.4,1,626,5,3,0
HIST-PIPE-11038,39,Ductile Iron,200,363.7,0,5,0,0,1
HIST-PIPE-11039,35,PVC,250,99.8,0,1126,1,0,0
HIST-PIPE-11040,44,Ductile Iron,500,545.7,0,529,0,0,0
HIST-PIPE-11041,20,Ductile Iron,250,129.7,1,63,2,2,0
HIST-PIPE-11042,52,Ductile Iron,300,65.0,4,45,3,3,0
HIST-PIPE-11043,60,Ductile Iron,150,111.5,1,512,2,2,0
HIST-PIPE-11044,69,Cast Iron,400,472.1,2,886,3,2,1
HIST-PIPE-11045,54,Cast Iron,250,598.2,4,519,2,2,0
HIST-PIPE-11046,50,PVC,200,149.1,0,235,2,0,0
HIST-PIPE-11047,54,Cast Iron,150,182.4,2,1121,2,1,0
HIST-PIPE-11048,43,PVC,100,112.2,1,57,0,0,0
HIST-PIPE-11049,27,Steel,200,261.0,1,135,2,0,0
HIST-PIPE-11050,34,Ductile Iron,400,137.0,1,948,0,0,0
HIST-PIPE-11051,39,Ductile Iron,150,1499.6,1,1033,6,5,0
HIST-PIPE-11052,54,Cast Iron,150,559.8,5,516,2,2,0
HIST-PIPE-11053,22,Cast Iron,500,368.2,1,68,1,1,0
HIST-PIPE-11054,39,PVC,100,497.2,0,20,0,0,0
HIST-PIPE-11055,35,PVC,200,113.9,4,351,1,0,0
HIST-PIPE-11056,42,Ductile Iron,200,526.4,1,288,1,0,0
HIST-PIPE-11057,36,Ductile Iron,250,198.8,0,690,1,0,0
HIST-PIPE-11058,40,Steel,100,271.9,2,596,0,0,1
HIST-PIPE-11059,28,Ductile Iron,200,807.8,0,311,0,0,0
HIST-PIPE-11060,61,Concrete,100,1060.2,2,993,5,4,1
HIST-PIPE-11061,16,Concrete,150,562.2,0,274,3,2,0
HIST-PIPE-11062,23,Concrete,100,560.7,3,110,4,3,0
HIST-PIPE-11063,49,Ductile Iron,200,527.6,1,191,3,1,0
HIST-PIPE-11064,47,Cast Iron,100,394.6,1,923,0,0,0
HIST-PIPE-11065,20,PVC,100,126.2,0,844,2,1,0
HIST-PIPE-11066,54,Concrete,150,360.7,1,896,0,0,0
HIST-PIPE-11067,26,Cast Iron,100,70.4,1,14,1,1,0
HIST-PIPE-11068,18,PVC,250,60.9,0,1161,0,0,0
HIST-PIPE-11069,28,Cast Iron,100,687.0,0,337,1,0,0
HIST-PIPE-11070,31,Ductile Iron,250,322.2,0,1370,0,0,0
HIST-PIPE-11071,8,Ductile Iron,400,55.8,0,269,0,0,0
HIST-PIPE-11072,56,Cast Iron,300,161.5,1,2939,1,1,0
HIST-PIPE-11073,21,PVC,300,452.0,0,505,0,0,0
HIST-PIPE-11074,48,Steel,250,1031.0,0,155,2,0,0
HIST-PIPE-11075,65,Ductile Iron,150,700.5,0,619,1,0,0
HIST-PIPE-11076,10,PVC,150,256.2,0,82,2,0,0
HIST-PIPE-11077,56,Concrete,200,167.7,4,40,2,2,1
HIST-PIPE-11078,38,Ductile Iron,150,179.9,0,75,0,0,0
HIST-PIPE-11079,25,PVC,150,513.0,0,218,0,0,0
HIST-PIPE-11080,64,PVC,100,621.1,2,347,2,1,0
HIST-PIPE-11081,55,Cast Iron,300,209.2,1,821,3,2,1
HIST-PIPE-11082,69,Steel,300,391.3,2,243,2,2,0
HIST-PIPE-11083,35,Ductile Iron,200,529.1,1,1969,0,0,0
HIST-PIPE-11084,54,Cast Iron,150,704.1,2,116,2,2,0
HIST-PIPE-11085,32,PVC,250,408.5,2,646,6,4,0
HIST-PIPE-11086,41,Ductile Iron,100,749.0,3,145,0,0,0
HIST-PIPE-11087,48,Cast Iron,100,165.7,3,12,7,4,1
HIST-PIPE-11088,65,Ductile Iron,250,470.0,0,816,0,0,0
HIST-PIPE-11089,38,Cast Iron,200,230.0,2,228,2,1,0
HIST-PIPE-11090,55,Concrete,300,974.0,4,76,7,5,1
HIST-PIPE-11091,13,Ductile Iron,150,136.4,0,826,1,1,0
HIST-PIPE-11092,31,PVC,100,591.9,0,590,3,2,0
HIST-PIPE-11093,47,Cast Iron,200,989.1,3,19,3,2,0
